en_uri,filename,en_type,en_title,en_date,legislation_uri,legislation_class,legislation_year,legislation_number,legislation_title
http://www.legislation.gov.uk/ukpga/2014/20/pdfs/ukpgaen_20140020_en.pdf,ukpgaen_20140020_en,UK Act Explanatory Note,Explanatory Note,2014-08-28,http://www.legislation.gov.uk/id/ukpga/2014/20,UnitedKingdomPublicGeneralAct,2014,20,Defence Reform Act 2014
http://www.legislation.gov.uk/asp/2021/11/pdfs/aspen_20210011_en.pdf,aspen_20210011_en,Scottish Act Explanatory Note,Explanatory Note,2021-04-26,http://www.legislation.gov.uk/id/asp/2021/11,ScottishAct,2021,11,Pre-release Access to Official Statistics (Scotland) Act 2021
http://www.legislation.gov.uk/ukpga/2003/31/pdfs/ukpgaen_20030031_en.pdf,ukpgaen_20030031_en,UK Act Explanatory Note,Explanatory Note,2011-05-19,http://www.legislation.gov.uk/id/ukpga/2003/31,UnitedKingdomPublicGeneralAct,2003,31,Female Genital Mutilation Act 2003
http://www.legislation.gov.uk/ukpga/2009/3/pdfs/ukpgaen_20090003_en.pdf,ukpgaen_20090003_en,UK Act Explanatory Note,Explanatory Note,2009-03-18,http://www.legislation.gov.uk/id/ukpga/2009/3,UnitedKingdomPublicGeneralAct,2009,3,Northern Ireland Act 2009
http://www.legislation.gov.uk/ukpga/2006/9/pdfs/ukpgaen_20060009_en.pdf,ukpgaen_20060009_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/9,UnitedKingdomPublicGeneralAct,2006,9,Criminal Defence Service Act 2006
http://www.legislation.gov.uk/ukpga/2005/16/pdfs/ukpgaen_20050016_en.pdf,ukpgaen_20050016_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2005/16,UnitedKingdomPublicGeneralAct,2005,16,Clean Neighbourhoods and Environment Act 2005
http://www.legislation.gov.uk/nia/2020/6/pdfs/niaen_20200006_en.pdf,niaen_20200006_en,NI Act Explanatory Note,Explanatory Note,2020-12-11,http://www.legislation.gov.uk/id/nia/2020/6,NorthernIrelandAct,2020,6,Budget (No. 3) Act (Northern Ireland) 2020
http://www.legislation.gov.uk/ukpga/2018/16/pdfs/ukpgaen_20180016_en.pdf,ukpgaen_20180016_en,UK Act Explanatory Note,Explanatory Note,2018-07-09,http://www.legislation.gov.uk/id/ukpga/2018/16,UnitedKingdomPublicGeneralAct,2018,16,European Union (Withdrawal) Act 2018
http://www.legislation.gov.uk/ukpga/2007/27/pdfs/ukpgaen_20070027_en.pdf,ukpgaen_20070027_en,UK Act Explanatory Note,Explanatory Note,2008-01-31,http://www.legislation.gov.uk/id/ukpga/2007/27,UnitedKingdomPublicGeneralAct,2007,27,Serious Crime Act 2007
http://www.legislation.gov.uk/nia/2012/5/pdfs/niaen_20120005_en.pdf,niaen_20120005_en,NI Act Explanatory Note,Explanatory Note,2012-12-12,http://www.legislation.gov.uk/id/nia/2012/5,NorthernIrelandAct,2012,5,Air Passenger Duty (Setting of Rate) Act (Northern Ireland) 2012
http://www.legislation.gov.uk/ukpga/2017/12/pdfs/ukpgaen_20170012_en.pdf,ukpgaen_20170012_en,UK Act Explanatory Note,Explanatory Note,2017-05-04,http://www.legislation.gov.uk/id/ukpga/2017/12,UnitedKingdomPublicGeneralAct,2017,12,Broadcasting (Radio Multiplex Services) Act 2017
http://www.legislation.gov.uk/ukpga/2006/23/pdfs/ukpgaen_20060023_en.pdf,ukpgaen_20060023_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/23,UnitedKingdomPublicGeneralAct,2006,23,National Lottery Act 2006
http://www.legislation.gov.uk/nia/2009/5/pdfs/niaen_20090005_en.pdf,niaen_20090005_en,NI Act Explanatory Note,Explanatory Note,2009-03-19,http://www.legislation.gov.uk/id/nia/2009/5,NorthernIrelandAct,2009,5,Budget Act (Northern Ireland) 2009
http://www.legislation.gov.uk/ukpga/2019/23/pdfs/ukpgaen_20190023_en.pdf,ukpgaen_20190023_en,UK Act Explanatory Note,Explanatory Note,2019-08-14,http://www.legislation.gov.uk/id/ukpga/2019/23,UnitedKingdomPublicGeneralAct,2019,23,National Insurance Contributions (Termination Awards and Sporting Testimonials) Act 2019
http://www.legislation.gov.uk/asp/2022/10/pdfs/aspen_20220010_en.pdf,aspen_20220010_en,Scottish Act Explanatory Note,Explanatory Note,2022-11-02,http://www.legislation.gov.uk/id/asp/2022/10,ScottishAct,2022,10,Cost of Living (Tenant Protection) (Scotland) Act 2022
http://www.legislation.gov.uk/ukpga/2023/3/pdfs/ukpgaen_20230003_en.pdf,ukpgaen_20230003_en,UK Act Explanatory Note,Explanatory Notes,2023-02-22,http://www.legislation.gov.uk/id/ukpga/2023/3,UnitedKingdomPublicGeneralAct,2023,3,Northern Ireland Budget Act 2023
http://www.legislation.gov.uk/asp/2011/1/pdfs/aspen_20110001_en.pdf,aspen_20110001_en,Scottish Act Explanatory Note,Explanatory Note,2011-08-02,http://www.legislation.gov.uk/id/asp/2011/1,ScottishAct,2011,1,Children’s Hearings (Scotland) Act 2011
http://www.legislation.gov.uk/asp/2016/2/pdfs/aspen_20160002_en.pdf,aspen_20160002_en,Scottish Act Explanatory Note,Explanatory Note,2016-02-01,http://www.legislation.gov.uk/id/asp/2016/2,ScottishAct,2016,2,Inquiries into Fatal Accidents and Sudden Deaths etc. (Scotland) Act 2016
http://www.legislation.gov.uk/ukpga/2020/9/pdfs/ukpgaen_20200009_en.pdf,ukpgaen_20200009_en,UK Act Explanatory Note,Explanatory Note,2021-05-12,http://www.legislation.gov.uk/id/ukpga/2020/9,UnitedKingdomPublicGeneralAct,2020,9,Sentencing (Pre-consolidation Amendments) Act 2020
http://www.legislation.gov.uk/ukpga/2022/46/pdfs/ukpgaen_20220046_en.pdf,ukpgaen_20220046_en,UK Act Explanatory Note,Explanatory Note,2023-03-02,http://www.legislation.gov.uk/id/ukpga/2022/46,UnitedKingdomPublicGeneralAct,2022,46,Product Security and Telecommunications Infrastructure Act 2022
http://www.legislation.gov.uk/asp/2002/15/pdfs/aspen_20020015_en.pdf,aspen_20020015_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2002/15,ScottishAct,2002,15,University of St. Andrews (Postgraduate Medical Degrees) Act 2002
http://www.legislation.gov.uk/ukpga/2007/30/pdfs/ukpgaen_20070030_en.pdf,ukpgaen_20070030_en,UK Act Explanatory Note,Explanatory Note,2008-01-31,http://www.legislation.gov.uk/id/ukpga/2007/30,UnitedKingdomPublicGeneralAct,2007,30,UK Borders Act 2007
http://www.legislation.gov.uk/asp/2008/1/pdfs/aspen_20080001_en.pdf,aspen_20080001_en,Scottish Act Explanatory Note,Explanatory Note,2008-02-01,http://www.legislation.gov.uk/id/asp/2008/1,ScottishAct,2008,1,Abolition of Bridge Tolls (Scotland) Act 2008
http://www.legislation.gov.uk/ukpga/2006/8/pdfs/ukpgaen_20060008_en.pdf,ukpgaen_20060008_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/8,UnitedKingdomPublicGeneralAct,2006,8,Merchant Shipping (Pollution) Act 2006
http://www.legislation.gov.uk/ukpga/2009/15/pdfs/ukpgaen_20090015_en.pdf,ukpgaen_20090015_en,UK Act Explanatory Note,Explanatory Note,2009-11-19,http://www.legislation.gov.uk/id/ukpga/2009/15,UnitedKingdomPublicGeneralAct,2009,15,Autism Act 2009
http://www.legislation.gov.uk/asp/2010/7/pdfs/aspen_20100007_en.pdf,aspen_20100007_en,Scottish Act Explanatory Note,Explanatory Note,2010-08-27,http://www.legislation.gov.uk/id/asp/2010/7,ScottishAct,2010,7,Ure Elder Fund Transfer and Dissolution Act 2010
http://www.legislation.gov.uk/ukpga/2021/16/pdfs/ukpgaen_20210016_en.pdf,ukpgaen_20210016_en,UK Act Explanatory Note,Explanatory Note,2021-12-10,http://www.legislation.gov.uk/id/ukpga/2021/16,UnitedKingdomPublicGeneralAct,2021,16,Education and Training (Welfare of Children) Act 2021
http://www.legislation.gov.uk/ukpga/2023/53/pdfs/ukpgaen_20230053_en.pdf,ukpgaen_20230053_en,UK Act Explanatory Note,Explanatory Note,2023-10-31,http://www.legislation.gov.uk/id/ukpga/2023/53,UnitedKingdomPublicGeneralAct,2023,53,Non-Domestic Rating Act 2023
http://www.legislation.gov.uk/ukpga/2010/27/pdfs/ukpgaen_20100027_en.pdf,ukpgaen_20100027_en,UK Act Explanatory Note,Explanatory Note,2010-08-05,http://www.legislation.gov.uk/id/ukpga/2010/27,UnitedKingdomPublicGeneralAct,2010,27,Energy Act 2010
http://www.legislation.gov.uk/asp/2015/8/pdfs/aspen_20150008_en.pdf,aspen_20150008_en,Scottish Act Explanatory Note,Explanatory Note,2015-08-28,http://www.legislation.gov.uk/id/asp/2015/8,ScottishAct,2015,8,Prisoners (Control of Release) (Scotland) Act 2015
http://www.legislation.gov.uk/asp/2019/16/pdfs/aspen_20190016_en.pdf,aspen_20190016_en,Scottish Act Explanatory Note,Explanatory Note,2019-11-20,http://www.legislation.gov.uk/id/asp/2019/16,ScottishAct,2019,16,Children (Equal Protection from Assault) (Scotland) Act 2019
http://www.legislation.gov.uk/ukpga/2016/2/pdfs/ukpgaen_20160002_en.pdf,ukpgaen_20160002_en,UK Act Explanatory Note,Explanatory Note,2016-02-05,http://www.legislation.gov.uk/id/ukpga/2016/2,UnitedKingdomPublicGeneralAct,2016,2,Psychoactive Substances Act 2016
http://www.legislation.gov.uk/asp/2007/7/pdfs/aspen_20070007_en.pdf,aspen_20070007_en,Scottish Act Explanatory Note,Explanatory Note,2008-02-06,http://www.legislation.gov.uk/id/asp/2007/7,ScottishAct,2007,7,Crofting Reform etc. Act 2007
http://www.legislation.gov.uk/anaw/2016/4/pdfs/anawen_20160004_we.pdf,anawen_20160004_we,Welsh Act Explanatory Note,Explanatory Note,2016-03-24,http://www.legislation.gov.uk/id/anaw/2016/4,WelshNationalAssemblyAct,2016,4,
http://www.legislation.gov.uk/anaw/2016/4/pdfs/anawen_20160004_mi.pdf,anawen_20160004_mi,Welsh Act Explanatory Note,Explanatory Note,2016-03-24,http://www.legislation.gov.uk/id/anaw/2016/4,WelshNationalAssemblyAct,2016,4,
http://www.legislation.gov.uk/anaw/2016/4/pdfs/anawen_20160004_en.pdf,anawen_20160004_en,Welsh Act Explanatory Note,Explanatory Note,2016-03-24,http://www.legislation.gov.uk/id/anaw/2016/4,WelshNationalAssemblyAct,2016,4,
http://www.legislation.gov.uk/ukpga/2020/12/pdfs/ukpgaen_20200012_en.pdf,ukpgaen_20200012_en,UK Act Explanatory Note,Explanatory Note,2020-07-07,http://www.legislation.gov.uk/id/ukpga/2020/12,UnitedKingdomPublicGeneralAct,2020,12,Corporate Insolvency and Governance Act 2020
http://www.legislation.gov.uk/nia/2016/17/pdfs/niaen_20160017_en.pdf,niaen_20160017_en,NI Act Explanatory Note,Explanatory Note,2016-05-13,http://www.legislation.gov.uk/id/nia/2016/17,NorthernIrelandAct,2016,17,Housing (Amendment) Act (Northern Ireland) 2016
http://www.legislation.gov.uk/ukpga/2022/23/pdfs/ukpgaen_20220023_en.pdf,ukpgaen_20220023_en,UK Act Explanatory Note,Explanatory Note,2022-05-26,http://www.legislation.gov.uk/id/ukpga/2022/23,UnitedKingdomPublicGeneralAct,2022,23,Subsidy Control Act 2022
http://www.legislation.gov.uk/asp/2003/14/pdfs/aspen_20030014_en.pdf,aspen_20030014_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2003/14,ScottishAct,2003,14,Council of the Law Society of Scotland Act 2003
http://www.legislation.gov.uk/ukpga/2020/8/pdfs/ukpgaen_20200008_en.pdf,ukpgaen_20200008_en,UK Act Explanatory Note,Explanatory Note,2020-07-16,http://www.legislation.gov.uk/id/ukpga/2020/8,UnitedKingdomPublicGeneralAct,2020,8,Windrush Compensation Scheme (Expenditure) Act 2020
http://www.legislation.gov.uk/nia/2022/6/pdfs/niaen_20220006_en.pdf,niaen_20220006_en,NI Act Explanatory Note,Explanatory Note,2022-03-29,http://www.legislation.gov.uk/id/nia/2022/6,NorthernIrelandAct,2022,6,Budget Act (Northern Ireland) 2022
http://www.legislation.gov.uk/ukpga/2009/1/pdfs/ukpgaen_20090001_en.pdf,ukpgaen_20090001_en,UK Act Explanatory Note,Explanatory Note,2009-02-25,http://www.legislation.gov.uk/id/ukpga/2009/1,UnitedKingdomPublicGeneralAct,2009,1,Banking Act 2009
http://www.legislation.gov.uk/nia/2014/5/pdfs/niaen_20140005_en.pdf,niaen_20140005_en,NI Act Explanatory Note,Explanatory Note,2014-08-28,http://www.legislation.gov.uk/id/nia/2014/5,NorthernIrelandAct,2014,5,Health and Social Care (Amendment) Act (Northern Ireland) 2014
http://www.legislation.gov.uk/ukpga/2006/7/pdfs/ukpgaen_20060007_en.pdf,ukpgaen_20060007_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/7,UnitedKingdomPublicGeneralAct,2006,7,Council Tax (New Valuation Lists for England) Act 2006
http://www.legislation.gov.uk/nia/2001/3/pdfs/niaen_20010003_en.pdf,niaen_20010003_en,NI Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/nia/2001/3,NorthernIrelandAct,2001,3,Health and Personal Social Services Act (Northern Ireland) 2001
http://www.legislation.gov.uk/ukpga/2012/15/pdfs/ukpgaen_20120015_en.pdf,ukpgaen_20120015_en,UK Act Explanatory Note,Explanatory Note,2012-11-14,http://www.legislation.gov.uk/id/ukpga/2012/15,UnitedKingdomPublicGeneralAct,2012,15,European Union (Approval of Treaty Amendment Decision) Act 2012
http://www.legislation.gov.uk/ukpga/2025/15/pdfs/ukpgaen_20250015_en.pdf,ukpgaen_20250015_en,UK Act Explanatory Note,Explanatory Note,2025-05-28,http://www.legislation.gov.uk/id/ukpga/2025/15,UnitedKingdomPublicGeneralAct,2025,15,Bank Resolution (Recapitalisation) Act 2025
http://www.legislation.gov.uk/mwa/2010/1/pdfs/mwaen_20100001_mi.pdf,mwaen_20100001_mi,Welsh Measure Explanatory Note,Explanatory Note,2011-06-07,http://www.legislation.gov.uk/id/mwa/2010/1,WelshAssemblyMeasure,2010,1,Children and Families (Wales) Measure 2010
http://www.legislation.gov.uk/mwa/2010/1/pdfs/mwaen_20100001_en.pdf,mwaen_20100001_en,Welsh Measure Explanatory Note,Explanatory Note,2010-09-29,http://www.legislation.gov.uk/id/mwa/2010/1,WelshAssemblyMeasure,2010,1,Children and Families (Wales) Measure 2010
http://www.legislation.gov.uk/mwa/2010/1/pdfs/mwaen_20100001_we.pdf,mwaen_20100001_we,Welsh Measure Explanatory Note,Explanatory Note,2010-09-29,http://www.legislation.gov.uk/id/mwa/2010/1,WelshAssemblyMeasure,2010,1,Children and Families (Wales) Measure 2010
http://www.legislation.gov.uk/ukpga/2014/26/pdfs/ukpgaen_20140026_en.pdf,ukpgaen_20140026_en,UK Act Explanatory Note,Explanatory Note,2015-05-08,http://www.legislation.gov.uk/id/ukpga/2014/26,UnitedKingdomPublicGeneralAct,2014,26,Finance Act 2014
http://www.legislation.gov.uk/ukpga/2016/1/pdfs/ukpgaen_20160001_en.pdf,ukpgaen_20160001_en,UK Act Explanatory Note,Explanatory Note,2016-02-19,http://www.legislation.gov.uk/id/ukpga/2016/1,UnitedKingdomPublicGeneralAct,2016,1,Cities and Local Government Devolution Act 2016
http://www.legislation.gov.uk/asp/2021/2/pdfs/aspen_20210002_en.pdf,aspen_20210002_en,Scottish Act Explanatory Note,Explanatory Note,2021-01-25,http://www.legislation.gov.uk/id/asp/2021/2,ScottishAct,2021,2,Solicitors in the Supreme Courts of Scotland (Amendment) Act 2021
http://www.legislation.gov.uk/ukpga/2003/37/pdfs/ukpgaen_20030037_en.pdf,ukpgaen_20030037_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2003/37,UnitedKingdomPublicGeneralAct,2003,37,Water Act 2003
http://www.legislation.gov.uk/asp/2014/16/pdfs/aspen_20140016_en.pdf,aspen_20140016_en,Scottish Act Explanatory Note,Explanatory Notes,2015-08-05,http://www.legislation.gov.uk/id/asp/2014/16,ScottishAct,2014,16,Revenue Scotland and Tax Powers Act 2014
http://www.legislation.gov.uk/asp/2013/1/pdfs/aspen_20130001_en.pdf,aspen_20130001_en,Scottish Act Explanatory Note,Explanatory Note,2013-01-15,http://www.legislation.gov.uk/id/asp/2013/1,ScottishAct,2013,1,Social Care (Self-directed Support) (Scotland) Act 2013
http://www.legislation.gov.uk/ukpga/2024/11/pdfs/ukpgaen_20240011_en.pdf,ukpgaen_20240011_en,UK Act Explanatory Note,Explanatory Note,2024-05-31,http://www.legislation.gov.uk/id/ukpga/2024/11,UnitedKingdomPublicGeneralAct,2024,11,Animal Welfare (Livestock Exports) Act 2024
http://www.legislation.gov.uk/ukpga/2013/22/pdfs/ukpgaen_20130022_en.pdf,ukpgaen_20130022_en,UK Act Explanatory Note,Explanatory Note,2013-05-07,http://www.legislation.gov.uk/id/ukpga/2013/22,UnitedKingdomPublicGeneralAct,2013,22,Crime and Courts Act 2013
http://www.legislation.gov.uk/asp/2018/2/pdfs/aspen_20180002_en.pdf,aspen_20180002_en,Scottish Act Explanatory Note,Explanatory Note,2018-01-29,http://www.legislation.gov.uk/id/asp/2018/2,ScottishAct,2018,2,Writers to the Signet Dependants’ Annuity Fund Amendment (Scotland) Act 2018
http://www.legislation.gov.uk/nia/2011/17/pdfs/niaen_20110017_en.pdf,niaen_20110017_en,NI Act Explanatory Note,Explanatory Note,2011-03-31,http://www.legislation.gov.uk/id/nia/2011/17,NorthernIrelandAct,2011,17,Assembly Members (Independent Financial Review and Standards) Act (Northern Ireland) 2011
http://www.legislation.gov.uk/ukpga/2015/33/pdfs/ukpgaen_20150033_en.pdf,ukpgaen_20150033_en,UK Act Explanatory Note,Explanatory Note,2017-03-29,http://www.legislation.gov.uk/id/ukpga/2015/33,UnitedKingdomPublicGeneralAct,2015,33,Finance (No. 2) Act 2015
http://www.legislation.gov.uk/nia/2001/14/pdfs/niaen_20010014_en.pdf,niaen_20010014_en,NI Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/nia/2001/14,NorthernIrelandAct,2001,14,Trustee Act (Northern Ireland) 2001
http://www.legislation.gov.uk/asp/2020/8/pdfs/aspen_20200008_en.pdf,aspen_20200008_en,Scottish Act Explanatory Note,Explanatory Note,2020-09-22,http://www.legislation.gov.uk/id/asp/2020/8,ScottishAct,2020,8,Scottish Biometrics Commissioner Act 2020
http://www.legislation.gov.uk/asc/2025/5/pdfs/ascen_20250005_mi.pdf,ascen_20250005_mi,Scottish Church Act Explanatory Note,Explanatory Note,2025-10-03,http://www.legislation.gov.uk/id/asc/2025/5,WelshParliamentAct,2025,5,Visitor Accommodation (Register and Levy) Etc. (Wales) Act 2025
http://www.legislation.gov.uk/asc/2025/5/pdfs/ascen_20250005_en.pdf,ascen_20250005_en,Scottish Church Act Explanatory Note,Explanatory Note,2025-10-03,http://www.legislation.gov.uk/id/asc/2025/5,WelshParliamentAct,2025,5,Visitor Accommodation (Register and Levy) Etc. (Wales) Act 2025
http://www.legislation.gov.uk/asc/2025/5/pdfs/ascen_20250005_we.pdf,ascen_20250005_we,Scottish Church Act Explanatory Note,Explanatory Note,2025-10-03,http://www.legislation.gov.uk/id/asc/2025/5,WelshParliamentAct,2025,5,Visitor Accommodation (Register and Levy) Etc. (Wales) Act 2025
http://www.legislation.gov.uk/ukpga/2004/18/pdfs/ukpgaen_20040018_en.pdf,ukpgaen_20040018_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2004/18,UnitedKingdomPublicGeneralAct,2004,18,Traffic Management Act 2004
http://www.legislation.gov.uk/ukpga/2020/7/pdfs/ukpgaen_20200007_en.pdf,ukpgaen_20200007_en,UK Act Explanatory Note,Explanatory Note,2022-01-13,http://www.legislation.gov.uk/id/ukpga/2020/7,UnitedKingdomPublicGeneralAct,2020,7,Coronavirus Act 2020
http://www.legislation.gov.uk/ukpga/2006/55/pdfs/ukpgaen_20060055_en.pdf,ukpgaen_20060055_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/55,UnitedKingdomPublicGeneralAct,2006,55,Investment Exchanges and Clearing Houses Act 2006
http://www.legislation.gov.uk/asp/2025/9/pdfs/aspen_20250009_en.pdf,aspen_20250009_en,Scottish Act Explanatory Note,Explanatory Note,2026-01-15,http://www.legislation.gov.uk/id/asp/2025/9,ScottishAct,2025,9,Care Reform (Scotland) Act 2025
http://www.legislation.gov.uk/asp/2012/7/pdfs/aspen_20120007_en.pdf,aspen_20120007_en,Scottish Act Explanatory Note,Explanatory Note,2012-08-03,http://www.legislation.gov.uk/id/asp/2012/7,ScottishAct,2012,7,Criminal Cases (Punishment and Review) (Scotland) Act 2012
http://www.legislation.gov.uk/ukpga/2006/29/pdfs/ukpgaen_20060029_en.pdf,ukpgaen_20060029_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/29,UnitedKingdomPublicGeneralAct,2006,29,Compensation Act 2006
http://www.legislation.gov.uk/ukpga/2019/29/pdfs/ukpgaen_20190029_en.pdf,ukpgaen_20190029_en,UK Act Explanatory Note,Explanatory Note,2020-01-14,http://www.legislation.gov.uk/id/ukpga/2019/29,UnitedKingdomPublicGeneralAct,2019,29,Early Parliamentary General Election Act 2019
http://www.legislation.gov.uk/asp/2004/6/pdfs/aspen_20040006_en.pdf,aspen_20040006_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2004/6,ScottishAct,2004,6,Nature Conservation (Scotland) Act 2004
http://www.legislation.gov.uk/asp/2009/7/pdfs/aspen_20090007_en.pdf,aspen_20090007_en,Scottish Act Explanatory Note,Explanatory Note,2009-07-09,http://www.legislation.gov.uk/id/asp/2009/7,ScottishAct,2009,7,Education (Additional Support for Learning) (Scotland) Act 2009
http://www.legislation.gov.uk/ukpga/2016/14/pdfs/ukpgaen_20160014_en.pdf,ukpgaen_20160014_en,UK Act Explanatory Note,Explanatory Note,2016-05-27,http://www.legislation.gov.uk/id/ukpga/2016/14,UnitedKingdomPublicGeneralAct,2016,14,Bank of England and Financial Services Act 2016
http://www.legislation.gov.uk/asp/2005/12/pdfs/aspen_20050012_en.pdf,aspen_20050012_en,Scottish Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/asp/2005/12,ScottishAct,2005,12,Transport (Scotland) Act 2005
http://www.legislation.gov.uk/nia/2008/12/pdfs/niaen_20080012_en.pdf,niaen_20080012_en,NI Act Explanatory Note,Explanatory Note,2008-09-16,http://www.legislation.gov.uk/id/nia/2008/12,NorthernIrelandAct,2008,12,Charities Act (Northern Ireland) 2008
http://www.legislation.gov.uk/nia/2022/19/pdfs/niaen_20220019_en.pdf,niaen_20220019_en,NI Act Explanatory Note,Explanatory Note,2022-07-07,http://www.legislation.gov.uk/id/nia/2022/19,NorthernIrelandAct,2022,19,Justice (Sexual Offences and Trafficking Victims) Act (Northern Ireland) 2022
http://www.legislation.gov.uk/anaw/2014/1/pdfs/anawen_20140001_mi.pdf,anawen_20140001_mi,Welsh Act Explanatory Note,Explanatory Note,2014-03-24,http://www.legislation.gov.uk/id/anaw/2014/1,WelshNationalAssemblyAct,2014,1,Further and Higher Education (Governance and Information) (Wales) Act
http://www.legislation.gov.uk/anaw/2014/1/pdfs/anawen_20140001_we.pdf,anawen_20140001_we,Welsh Act Explanatory Note,Explanatory Note,2014-03-24,http://www.legislation.gov.uk/id/anaw/2014/1,WelshNationalAssemblyAct,2014,1,Further and Higher Education (Governance and Information) (Wales) Act
http://www.legislation.gov.uk/anaw/2014/1/pdfs/anawen_20140001_en.pdf,anawen_20140001_en,Welsh Act Explanatory Note,Explanatory Note,2014-03-24,http://www.legislation.gov.uk/id/anaw/2014/1,WelshNationalAssemblyAct,2014,1,Further and Higher Education (Governance and Information) (Wales) Act
http://www.legislation.gov.uk/ukpga/2013/6/pdfs/ukpgaen_20130006_en.pdf,ukpgaen_20130006_en,UK Act Explanatory Note,Explanatory Note,2013-02-06,http://www.legislation.gov.uk/id/ukpga/2013/6,UnitedKingdomPublicGeneralAct,2013,6,Electoral Registration and Administration Act 2013
http://www.legislation.gov.uk/ukpga/2004/21/pdfs/ukpgaen_20040021_en.pdf,ukpgaen_20040021_en,UK Act Explanatory Note,Explanatory Note,2008-03-02,http://www.legislation.gov.uk/id/ukpga/2004/21,UnitedKingdomPublicGeneralAct,2004,21,Fire and Rescue Services Act 2004
http://www.legislation.gov.uk/ukpga/2006/32/pdfs/ukpgaen_20060032_en.pdf,ukpgaen_20060032_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/32,UnitedKingdomPublicGeneralAct,2006,32,Government of Wales Act 2006
http://www.legislation.gov.uk/nia/2011/4/pdfs/niaen_20110004_en.pdf,niaen_20110004_en,NI Act Explanatory Note,Explanatory Note,2011-02-17,http://www.legislation.gov.uk/id/nia/2011/4,NorthernIrelandAct,2011,4,Construction Contracts (Amendment) Act (Northern Ireland) 2011
http://www.legislation.gov.uk/ukpga/2008/17/pdfs/ukpgaen_20080017_en.pdf,ukpgaen_20080017_en,UK Act Explanatory Note,Explanatory Note,2008-08-07,http://www.legislation.gov.uk/id/ukpga/2008/17,UnitedKingdomPublicGeneralAct,2008,17,Housing and Regeneration Act 2008
http://www.legislation.gov.uk/asp/2016/14/pdfs/aspen_20160014_en.pdf,aspen_20160014_en,Scottish Act Explanatory Note,Explanatory Note,2016-04-15,http://www.legislation.gov.uk/id/asp/2016/14,ScottishAct,2016,14,"Health (Tobacco, Nicotine etc. and Care) (Scotland) Act 2016"
http://www.legislation.gov.uk/ukpga/2020/18/pdfs/ukpgaen_20200018_en.pdf,ukpgaen_20200018_en,UK Act Explanatory Note,Explanatory Note,2021-03-17,http://www.legislation.gov.uk/id/ukpga/2020/18,UnitedKingdomPublicGeneralAct,2020,18,Extradition (Provisional Arrest) Act 2020
http://www.legislation.gov.uk/nia/2008/4/pdfs/niaen_20080004_en.pdf,niaen_20080004_en,NI Act Explanatory Note,Explanatory Note,2008-04-30,http://www.legislation.gov.uk/id/nia/2008/4,NorthernIrelandAct,2008,4,Taxis Act (Northern Ireland) 2008
http://www.legislation.gov.uk/asp/2006/11/pdfs/aspen_20060011_en.pdf,aspen_20060011_en,Scottish Act Explanatory Note,Explanatory Note,2008-02-04,http://www.legislation.gov.uk/id/asp/2006/11,ScottishAct,2006,11,Animal Health and Welfare (Scotland) Act 2006
http://www.legislation.gov.uk/asp/2020/18/pdfs/aspen_20200018_en.pdf,aspen_20200018_en,Scottish Act Explanatory Note,Explanatory Note,2020-11-16,http://www.legislation.gov.uk/id/asp/2020/18,ScottishAct,2020,18,Social Security Administration and Tribunal Membership (Scotland) Act 2020
http://www.legislation.gov.uk/ukpga/2006/5/pdfs/ukpgaen_20060005_en.pdf,ukpgaen_20060005_en,UK Act Explanatory Note,Explanatory Note,2008-03-03,http://www.legislation.gov.uk/id/ukpga/2006/5,UnitedKingdomPublicGeneralAct,2006,5,Transport (Wales) Act 2006
http://www.legislation.gov.uk/ukpga/2007/13/pdfs/ukpgaen_20070013_en.pdf,ukpgaen_20070013_en,UK Act Explanatory Note,Explanatory Note,2008-01-31,http://www.legislation.gov.uk/id/ukpga/2007/13,UnitedKingdomPublicGeneralAct,2007,13,Concessionary Bus Travel Act 2007
